Sell 6820  BKNWA @ 99.75 #+15145557054  
Buy 4910  BKNWA @ 67.56 #+15145553805   
Buy 8140  BKNWA @ 66.79 #+15145552331   
Sell 11430  BKNWA @ 66.84 #+15145551755 
Buy 12870  BKNWA @ 66.8 #+15145555614   
Buy 8000  BKNWA @ 66.89 #+15145559446   
Sell 15100  BKNWA @ 67.04 #+15145557837 
Sell 5300  BKNWA @ 67.01 #+15145551646  
Sell 5080  BKNWA @ 67.23 #+15145557974  
Buy 4690  BKNWA @ 67.12 #+15145552416   
Sell 7070  BKNWA @ 67.8 #+15145551899   
Buy 3410  BKNWA @ 67.58 #+15145552665   
Sell 13800  BKNWA @ 67.23 #+15145557957 
Buy 10870  BKNWA @ 66.78 #+15145556840  
Buy 9710  BKNWA @ 66.56 #+15145556906   
Sell 8900  BKNWA @ 67.05 #+15145551679  
Buy 6640  BKNWA @ 67.03 #+15145553990   
Buy 9880  BKNWA @ 67.11 #+15145551669   
Sell 4700  BKNWA @ 67.65 #+15145550382  
Buy 11760  BKNWA @ 68.48 #+15145552262  
Sell 12990  BKNWA @ 68.22 #+15145558097 
Sell 13330  BKNWA @ 68 #+15145555818    
Sell 10870  BKNWA @ 68.08 #+15145557628 
Buy 10380  BKNWA @ 68.1 #+15145551984   
Sell 9830  BKNWA @ 67.86 #+15145558437  
Sell 4580  BKNWA @ 68 #+15145550115     
Buy 7880  BKNWA @ 68.23 #+15145555185   
Buy 10770  BKNWA @ 67.63 #+15145556528  
Buy 12430  BKNWA @ 67.52 #+15145556223  
Buy 7000  BKNWA @ 67.53 #+15145554864   
Buy 11980  BKNWA @ 67.96 #+15145553618  
Sell 3400  BKNWA @ 67.94 #+15145555442  
Buy 4240  BKNWA @ 67.79 #+15145558305   
Buy 11920  BKNWA @ 68.8 #+15145550033   
Buy 5490  BKNWA @ 68.71 #+15145553851   
Sell 7380  BKNWA @ 69.17 #+15145551641  
Sell 8160  BKNWA @ 69.18 #+15145553015  
Sell 11450  BKNWA @ 69.28 #+15145557956 
Buy 16870  BKNWA @ 69.76 #+15145552080  
Buy 7540  BKNWA @ 69.49 #+15145555599   
Sell 11510  BKNWA @ 69.2 #+15145559680  
Buy 4310  BKNWA @ 70.3 #+15145550563    
Buy 8320  BKNWA @ 69.27 #+15145551076   
Buy 15430  BKNWA @ 68.58 #+15145557435  
Sell 15580  BKNWA @ 68.32 #+15145551761 
Buy 16160  BKNWA @ 68.07 #+15145556124  
Sell 15430  BKNWA @ 66.71 #+15145558918 
Buy 13770  BKNWA @ 66.92 #+15145555869  
Sell 15570  BKNWA @ 66.79 #+15145552941 
Sell 19510  BKNWA @ 66.79 #+15145554593 
Buy 6840  BKNWA @ 67.6 #+15145552457    
Sell 8000  BKNWA @ 67.51 #+15145556926  
Sell 12070  BKNWA @ 67.1 #+15145550702  
Buy 8500  BKNWA @ 66 #+15145557331      
Sell 2650  BKNWA @ 65.75 #+15145556051  
Buy 6690  BKNWA @ 66.05 #+15145558798   
Sell 11960  BKNWA @ 66.04 #+15145552842 
Sell 5090  BKNWA @ 65.47 #+15145553902  
Buy 8800  BKNWA @ 65.54 #+15145555714   
Sell 16330  BKNWA @ 64.88 #+15145554144 
Buy 10040  BKNWA @ 64.69 #+15145558604  
Sell 7630  BKNWA @ 64.28 #+15145551812  
Buy 15880  BKNWA @ 64.54 #+15145557965  
Buy 18970  BKNWA @ 64.76 #+15145551290  
Sell 11370  BKNWA @ 64.8 #+15145558122  
Sell 5510  BKNWA @ 64.62 #+15145555331  
Sell 10870  BKNWA @ 64.68 #+15145550908 
Sell 12880  BKNWA @ 64.8 #+15145555295  
Buy 7070  BKNWA @ 65.16 #+15145553873   
Sell 13960  BKNWA @ 64.43 #+15145551786 
Buy 6710  BKNWA @ 64.85 #+15145557552   
Sell 10460  BKNWA @ 64.92 #+15145558827 
Buy 7120  BKNWA @ 64.37 #+15145550750   
Buy 13460  BKNWA @ 64.64 #+15145556302  
Buy 18740  BKNWA @ 65.03 #+15145552298  
Sell 13290  BKNWA @ 65.28 #+15145554961 
Buy 6150  BKNWA @ 65.2 #+15145558370    
Sell 10240  BKNWA @ 65.6 #+15145554715  
Buy 7300  BKNWA @ 65.5 #+15145559805    
Sell 12770  BKNWA @ 66.54 #+15145556756 
Buy 10740  BKNWA @ 66.36 #+15145554343  
Buy 11850  BKNWA @ 66.94 #+15145553479  
Buy 9050  BKNWA @ 67.12 #+15145557849   
Buy 4660  BKNWA @ 67.17 #+15145551082   
Buy 11010  BKNWA @ 67.13 #+15145557561  
Sell 6820  BKNWA @ 67.32 #+15145556266  
Buy 12150  BKNWA @ 67.32 #+15145550227  
Sell 3570  BKNWA @ 67.1 #+15145557547   
Buy 4670  BKNWA @ 67.07 #+15145551991   
Sell 5940  BKNWA @ 66.79 #+15145555396  
Sell 21710  BKNWA @ 67.15 #+15145556764 
Buy 7050  BKNWA @ 66.76 #+15145552645   
Sell 11320  BKNWA @ 67.3 #+15145554106  
Buy 7020  BKNWA @ 67 #+15145559337      
Buy 9430  BKNWA @ 67.25 #+15145553189   
Sell 11780  BKNWA @ 68.17 #+15145559501 
Sell 13420  BKNWA @ 68.68 #+15145557893 
Buy 12180  BKNWA @ 69.22 #+15145558511  
Buy 10840  BKNWA @ 68.86 #+15145551432  
Sell 12120  BKNWA @ 69.25 #+15145558283 
Buy 3670  BKNWA @ 69.07 #+15145557190   
Buy 7930  BKNWA @ 68.49 #+15145550211   
Sell 14660  BKNWA @ 68.76 #+15145556074 
Sell 7470  BKNWA @ 68.89 #+15145557716  
Sell 5550  BKNWA @ 68.73 #+15145556893  
Sell 8840  BKNWA @ 68.66 #+15145558803  
Sell 8740  BKNWA @ 68.47 #+15145553600  
Buy 5750  BKNWA @ 68.42 #+15145556925   
Buy 11500  BKNWA @ 69.15 #+15145558401  
Sell 5950  BKNWA @ 69.12 #+15145550643  
Sell 7870  BKNWA @ 69.6 #+15145556344   
Sell 7840  BKNWA @ 70.68 #+15145558853  
Sell 6270  BKNWA @ 71.07 #+15145551252  
Sell 4590  BKNWA @ 71.46 #+15145554044  
Sell 6970  BKNWA @ 70.84 #+15145554752  
Buy 4220  BKNWA @ 70.32 #+15145557447   
Buy 8150  BKNWA @ 70.08 #+15145559077   
Buy 9350  BKNWA @ 71.08 #+15145553727   
Buy 11740  BKNWA @ 71.75 #+15145554419  
Buy 14300  BKNWA @ 71.82 #+15145553769  
Sell 10590  BKNWA @ 72.43 #+15145550237 
Sell 6800  BKNWA @ 72.62 #+15145553438  
Buy 14710  BKNWA @ 71.99 #+15145556829  
Sell 14770  BKNWA @ 71.68 #+15145557697 
Buy 15330  BKNWA @ 71.77 #+15145557536  
Buy 17070  BKNWA @ 70.65 #+15145550111  
Sell 12470  BKNWA @ 70.81 #+15145556856 
Sell 14430  BKNWA @ 70.86 #+15145550747 
Sell 11040  BKNWA @ 71.36 #+15145555332 
Buy 8480  BKNWA @ 71.07 #+15145552705   
Buy 6900  BKNWA @ 70.94 #+15145559130   
Buy 6050  BKNWA @ 71 #+15145554788      
Buy 8300  BKNWA @ 71.15 #+15145555628   
Buy 11080  BKNWA @ 71.08 #+15145552870  
Sell 9120  BKNWA @ 71.68 #+15145556576  
Sell 9670  BKNWA @ 71.76 #+15145554371  
Buy 5800  BKNWA @ 72.53 #+15145550042   
Buy 8230  BKNWA @ 72.85 #+15145552810   
Sell 3270  BKNWA @ 72.11 #+15145555524  
Sell 13180  BKNWA @ 72.51 #+15145554966 
Sell 11600  BKNWA @ 72.89 #+15145552619 
Buy 5360  BKNWA @ 71.95 #+15145554334   
Buy 14310  BKNWA @ 71.51 #+15145554498  
Buy 14640  BKNWA @ 70.3 #+15145553261   
Sell 12880  BKNWA @ 69.86 #+15145551673 
Buy 13760  BKNWA @ 70.18 #+15145558145  
Sell 14620  BKNWA @ 70.36 #+15145556499 
Buy 13870  BKNWA @ 70.3 #+15145555653   
Buy 11680  BKNWA @ 70.23 #+15145554985  
Sell 8970  BKNWA @ 69.43 #+15145553833  
Sell 13180  BKNWA @ 68.81 #+15145557248 
Buy 14500  BKNWA @ 68.93 #+15145551288  
Sell 6220  BKNWA @ 68.11 #+15145553773  
Buy 4210  BKNWA @ 68.39 #+15145557975   
Sell 9630  BKNWA @ 68.09 #+15145556638  
Buy 22840  BKNWA @ 68.26 #+15145551606  
Buy 9980  BKNWA @ 67.98 #+15145555127   
Sell 11230  BKNWA @ 68 #+15145556411    
Sell 12110  BKNWA @ 67.96 #+15145559947 
Buy 14280  BKNWA @ 68.24 #+15145554806  
Buy 16190  BKNWA @ 67.75 #+15145556022  
Buy 10320  BKNWA @ 67.17 #+15145553844  
Buy 10890  BKNWA @ 67.65 #+15145551921  
Sell 14870  BKNWA @ 67.48 #+15145551127 
Buy 13320  BKNWA @ 67.62 #+15145550190  
Sell 11740  BKNWA @ 67.05 #+15145559261 
Buy 13100  BKNWA @ 66.8 #+15145558733   
Buy 7920  BKNWA @ 66.95 #+15145556848   
Buy 10460  BKNWA @ 67.13 #+15145553742  
Buy 10480  BKNWA @ 67.66 #+15145559847  
Buy 11350  BKNWA @ 67.47 #+15145550873  
Buy 5800  BKNWA @ 67.12 #+15145556484   
Sell 7000  BKNWA @ 66.98 #+15145554693  
Buy 4230  BKNWA @ 66.78 #+15145557877   
Buy 18010  BKNWA @ 65.86 #+15145551160  
Sell 7000  BKNWA @ 65.97 #+15145554858  
Sell 13020  BKNWA @ 66.01 #+15145550422 
Sell 9870  BKNWA @ 66.36 #+15145556515  
Sell 9510  BKNWA @ 66.63 #+15145553094  
Sell 6160  BKNWA @ 66.5 #+15145550666   
Sell 10660  BKNWA @ 66.67 #+15145552932 
Sell 9570  BKNWA @ 66.64 #+15145553782  
Sell 3810  BKNWA @ 66.5 #+15145551704   
Buy 9690  BKNWA @ 66.1 #+15145559598    
Buy 8740  BKNWA @ 66.06 #+15145558305   
Sell 8850  BKNWA @ 65.9 #+15145554013   
Sell 13130  BKNWA @ 65.94 #+15145556552 
Buy 19350  BKNWA @ 66.51 #+15145557117  
Buy 7650  BKNWA @ 66.1 #+15145559191    
Buy 10940  BKNWA @ 65 #+15145550214     
Sell 10550  BKNWA @ 65.19 #+15145555509 
Buy 14180  BKNWA @ 65.27 #+15145558046  
Buy 11690  BKNWA @ 64.56 #+15145552610  
Buy 8580  BKNWA @ 64.13 #+15145557772   
Buy 9590  BKNWA @ 63.77 #+15145559861   
Buy 12000  BKNWA @ 63.92 #+15145554659  
Sell 6700  BKNWA @ 64.7 #+15145553158   
Sell 14240  BKNWA @ 64.65 #+15145551659 
Sell 15940  BKNWA @ 64.09 #+15145555640 
Sell 11870  BKNWA @ 64.77 #+15145551202 
Sell 10510  BKNWA @ 64.62 #+15145557798 
Buy 12820  BKNWA @ 64.54 #+15145553525  
Sell 10740  BKNWA @ 64.33 #+15145556576 
Buy 11350  BKNWA @ 64.27 #+15145558445  
Sell 6260  BKNWA @ 64.05 #+15145555657  
Sell 9110  BKNWA @ 63.4 #+15145556557   
Buy 9960  BKNWA @ 64.14 #+15145550035   
Buy 8970  BKNWA @ 63.86 #+15145550363   
Buy 13220  BKNWA @ 63.37 #+15145555697  
Sell 12980  BKNWA @ 63.62 #+15145558511 
Buy 10540  BKNWA @ 63.16 #+15145550017  
Sell 22310  BKNWA @ 63.19 #+15145557355 
Sell 18400  BKNWA @ 63.86 #+15145556556 
Buy 13750  BKNWA @ 63.63 #+15145557072  
Sell 24660  BKNWA @ 64.86 #+15145550560 
Buy 23470  BKNWA @ 64.94 #+15145550833  
Buy 16390  BKNWA @ 65.02 #+15145550926  
Buy 13350  BKNWA @ 65.01 #+15145553471  
Sell 18180  BKNWA @ 64.97 #+15145559074 
Buy 12430  BKNWA @ 64.59 #+15145558211  
Sell 10900  BKNWA @ 64.76 #+15145556751 
Buy 9120  BKNWA @ 64.72 #+15145559547   
Buy 14950  BKNWA @ 65.28 #+15145555273  
Sell 14270  BKNWA @ 64.72 #+15145555497 
Buy 17130  BKNWA @ 64.8 #+15145550818   
Sell 26210  BKNWA @ 64.89 #+15145557859 
Buy 21910  BKNWA @ 64.75 #+15145552881  
Buy 17600  BKNWA @ 64.77 #+15145556495  
Sell 5450  BKNWA @ 64.38 #+15145553596  
Sell 7670  BKNWA @ 64.35 #+15145551500  
Buy 15400  BKNWA @ 63.59 #+15145550593  
Buy 9970  BKNWA @ 63.95 #+15145554717   
Sell 6640  BKNWA @ 64.05 #+15145554150  
Buy 14840  BKNWA @ 64.59 #+15145559800  
Sell 11150  BKNWA @ 64.9 #+15145556910  
Sell 7440  BKNWA @ 64.18 #+15145552525  
Sell 9590  BKNWA @ 64.07 #+15145558537  
Buy 5090  BKNWA @ 63.19 #+15145551457   
Buy 8840  BKNWA @ 63.81 #+15145554998   
Sell 10720  BKNWA @ 63.99 #+15145557802 
Sell 7130  BKNWA @ 64.86 #+15145556108  
Sell 5830  BKNWA @ 65.39 #+15145552963  
Buy 14370  BKNWA @ 65.78 #+15145559589  
Buy 10810  BKNWA @ 65.6 #+15145552061   
Sell 13240  BKNWA @ 65.79 #+15145558479 
Sell 9910  BKNWA @ 64.86 #+15145553020  
Sell 14350  BKNWA @ 65.35 #+15145554052 
Buy 15380  BKNWA @ 65.48 #+15145552781  
Sell 14120  BKNWA @ 65.8 #+15145553061  
Buy 15970  BKNWA @ 66.36 #+15145552074  
Sell 16100  BKNWA @ 66.45 #+15145559267 
Buy 16300  BKNWA @ 67.27 #+15145557083  
Sell 10280  BKNWA @ 66.38 #+15145551369 
Sell 7720  BKNWA @ 66.5 #+15145555171   
Sell 10620  BKNWA @ 65.66 #+15145556193 
Sell 6650  BKNWA @ 65.75 #+15145553222  
Buy 15590  BKNWA @ 65.37 #+15145555903  
Sell 10040  BKNWA @ 65.48 #+15145559072 
Buy 4980  BKNWA @ 64.98 #+15145552589   
Sell 11260  BKNWA @ 64.07 #+15145555890 
Buy 8570  BKNWA @ 65.01 #+15145559771   
Sell 12340  BKNWA @ 64.93 #+15145550928 
Buy 5940  BKNWA @ 64.77 #+15145556685   
Buy 9030  BKNWA @ 65.66 #+15145554395   
Sell 11230  BKNWA @ 65.31 #+15145550804 
Buy 11180  BKNWA @ 65.64 #+15145556603  
Buy 18280  BKNWA @ 65.15 #+15145559178  
Buy 19180  BKNWA @ 65.63 #+15145553490  
Sell 8230  BKNWA @ 65.35 #+15145554661  
Buy 14640  BKNWA @ 65.21 #+15145559410  
Buy 14060  BKNWA @ 65.51 #+15145556381  
Sell 24240  BKNWA @ 65.12 #+15145556824 
Sell 11070  BKNWA @ 64.6 #+15145550545  
Sell 14380  BKNWA @ 64.57 #+15145550906 
Buy 28240  BKNWA @ 64.03 #+15145555544  
Buy 14910  BKNWA @ 64.18 #+15145556090  
Buy 20030  BKNWA @ 64.03 #+15145559456  
Sell 13380  BKNWA @ 63.83 #+15145557360 
Sell 17070  BKNWA @ 63.37 #+15145554239 
Sell 8380  BKNWA @ 63.33 #+15145559326  
Sell 15950  BKNWA @ 63.46 #+15145552139 
Buy 21110  BKNWA @ 63.87 #+15145550014  
Buy 18490  BKNWA @ 63.63 #+15145553212  
Buy 18640  BKNWA @ 63.68 #+15145559018  
Buy 12140  BKNWA @ 63.21 #+15145553558  
Buy 10490  BKNWA @ 63.43 #+15145554925  
Sell 12250  BKNWA @ 63.37 #+15145559180 
Buy 8930  BKNWA @ 63.35 #+15145552868   
Sell 11520  BKNWA @ 63.11 #+15145558804 
Buy 25800  BKNWA @ 63.82 #+15145555104  
Sell 24170  BKNWA @ 63.94 #+15145559943 
Sell 18290  BKNWA @ 63.92 #+15145558997 
Buy 10230  BKNWA @ 64.46 #+15145554386  
Buy 8720  BKNWA @ 64.88 #+15145553482   
Sell 8380  BKNWA @ 65.04 #+15145555395  
Sell 13930  BKNWA @ 64.83 #+15145556325 
Buy 11320  BKNWA @ 65.65 #+15145552249  
Sell 9660  BKNWA @ 66.35 #+15145551208  
Buy 6790  BKNWA @ 66.51 #+15145556975   
Sell 13890  BKNWA @ 66.14 #+15145552857 
Buy 13640  BKNWA @ 65.87 #+15145553275  
Sell 12400  BKNWA @ 65.56 #+15145559027 
Buy 15240  BKNWA @ 65.11 #+15145554281  
Sell 28680  BKNWA @ 65.6 #+15145552291  
Buy 7710  BKNWA @ 65.09 #+15145557538   
Buy 17190  BKNWA @ 64.64 #+15145553467  
Buy 8430  BKNWA @ 64.86 #+15145553998   
Sell 10680  BKNWA @ 65.19 #+15145558016 
Buy 5960  BKNWA @ 65.3 #+15145554989    
Sell 12540  BKNWA @ 65.02 #+15145552854 
Buy 9860  BKNWA @ 64.63 #+15145553273   
Sell 8930  BKNWA @ 64.43 #+15145558566  
Buy 7420  BKNWA @ 63.85 #+15145551573   
Sell 7630  BKNWA @ 64.23 #+15145556584  
Sell 7380  BKNWA @ 63.76 #+15145556706  
Buy 14650  BKNWA @ 62.96 #+15145553188  
Sell 8230  BKNWA @ 62.69 #+15145559275  
Sell 13770  BKNWA @ 62.76 #+15145553807 
Buy 11540  BKNWA @ 62.95 #+15145553927  
Buy 15520  BKNWA @ 62.92 #+15145554035  
Sell 20030  BKNWA @ 63.5 #+15145551797  
Sell 15080  BKNWA @ 63.64 #+15145553110 
Sell 13860  BKNWA @ 63.78 #+15145553744 
Buy 11850  BKNWA @ 63.11 #+15145555225  
Buy 11390  BKNWA @ 63.74 #+15145559226  
Buy 17840  BKNWA @ 64.12 #+15145556366  
Buy 13660  BKNWA @ 64.49 #+15145550973  
Buy 7060  BKNWA @ 64.72 #+15145557632   
Buy 17560  BKNWA @ 64.52 #+15145556048  
Sell 14860  BKNWA @ 64.71 #+15145551261 
Buy 16930  BKNWA @ 65.13 #+15145559450  
Sell 4350  BKNWA @ 64.93 #+15145550870  
Sell 12100  BKNWA @ 65.01 #+15145558728 
Sell 7140  BKNWA @ 65.02 #+15145553397  
Sell 14390  BKNWA @ 65.02 #+15145552692 
Buy 16880  BKNWA @ 65.38 #+15145556500  
Sell 11830  BKNWA @ 65.31 #+15145551361 
Sell 16040  BKNWA @ 66 #+15145551182    
Buy 18030  BKNWA @ 66.04 #+15145558020  
Sell 17410  BKNWA @ 66.02 #+15145554414 
Buy 13980  BKNWA @ 64.96 #+15145551046  
Sell 10920  BKNWA @ 64.66 #+15145551625 
Buy 12950  BKNWA @ 64.11 #+15145550181  
Buy 9410  BKNWA @ 64.43 #+15145556220   
Buy 14070  BKNWA @ 64.28 #+15145552193  
Sell 10060  BKNWA @ 64.94 #+15145553182 
Buy 10210  BKNWA @ 64.9 #+15145558174   
Buy 12630  BKNWA @ 65.22 #+15145551045  
Buy 16460  BKNWA @ 65 #+15145553867     
Sell 15260  BKNWA @ 65.57 #+15145552682 
Buy 20350  BKNWA @ 65.23 #+15145558660  
Buy 13520  BKNWA @ 65.01 #+15145554923  
Buy 20520  BKNWA @ 65.17 #+15145556977  
Buy 18780  BKNWA @ 65.17 #+15145557433  
Sell 13680  BKNWA @ 65.29 #+15145559868 
Sell 10150  BKNWA @ 64.91 #+15145554320 
Sell 8710  BKNWA @ 65.22 #+15145555256  
Sell 16830  BKNWA @ 65.5 #+15145557874  
Sell 9670  BKNWA @ 65.15 #+15145553751  
Sell 8860  BKNWA @ 65.04 #+15145551730  
Buy 6310  BKNWA @ 65.31 #+15145558211   
Buy 7010  BKNWA @ 65.21 #+15145553881   
Sell 10290  BKNWA @ 65.3 #+15145556550  
Buy 14070  BKNWA @ 65.15 #+15145556097  
Sell 7590  BKNWA @ 64.59 #+15145559124  
Buy 15970  BKNWA @ 65.02 #+15145556518  
Buy 10160  BKNWA @ 64.87 #+15145555566  
Sell 8140  BKNWA @ 65.28 #+15145552429  
Sell 13180  BKNWA @ 64.94 #+15145552697 
Buy 7090  BKNWA @ 65.49 #+15145555894   
Sell 12920  BKNWA @ 65.45 #+15145550831 
Buy 18840  BKNWA @ 65.36 #+15145551916  
Buy 10280  BKNWA @ 65.13 #+15145559587  
Sell 8000  BKNWA @ 64.28 #+15145557853  
Buy 10400  BKNWA @ 64.18 #+15145552391  
Sell 10510  BKNWA @ 64.35 #+15145555549 
Buy 3860  BKNWA @ 64.37 #+15145550778   
Buy 5770  BKNWA @ 64.04 #+15145551608   
Buy 11140  BKNWA @ 64.08 #+15145552026  
Sell 6820  BKNWA @ 63.5 #+15145558871   
Sell 5360  BKNWA @ 63.61 #+15145559659  
Buy 13670  BKNWA @ 63.44 #+15145559975  
Buy 12630  BKNWA @ 63.72 #+15145556971  
Buy 14140  BKNWA @ 64.04 #+15145551788  
Sell 7870  BKNWA @ 64.99 #+15145554938  
Sell 6640  BKNWA @ 65.53 #+15145559178  
Buy 15050  BKNWA @ 65.43 #+15145557398  
Sell 11320  BKNWA @ 65.11 #+15145555187 
Sell 5880  BKNWA @ 65.05 #+15145553825  
Buy 11900  BKNWA @ 64.98 #+15145551292  
Sell 10130  BKNWA @ 64.88 #+15145551878 
Sell 10710  BKNWA @ 64.42 #+15145559226 
Sell 13060  BKNWA @ 64.52 #+15145556565 
Buy 9490  BKNWA @ 64.16 #+15145552615   
Buy 5890  BKNWA @ 63.71 #+15145555217   
Buy 8510  BKNWA @ 63.54 #+15145551358   
Sell 10330  BKNWA @ 63.7 #+15145553091  
Sell 15290  BKNWA @ 62.99 #+15145557695 
Buy 15790  BKNWA @ 62.92 #+15145554272  
Sell 17900  BKNWA @ 62.92 #+15145558165 
Sell 16710  BKNWA @ 63.18 #+15145559147 
Sell 8670  BKNWA @ 62.52 #+15145554314  
Buy 13160  BKNWA @ 62.59 #+15145553657  
Sell 15830  BKNWA @ 62.25 #+15145558013 
Buy 15570  BKNWA @ 61.53 #+15145553934  
Buy 14110  BKNWA @ 61.16 #+15145555885  
Sell 14310  BKNWA @ 61.18 #+15145557026 
Buy 15490  BKNWA @ 61 #+15145553754     
Buy 18310  BKNWA @ 61.45 #+15145555565  
Sell 19740  BKNWA @ 61.91 #+15145554321 
Sell 18310  BKNWA @ 61.66 #+15145551090 
Sell 10300  BKNWA @ 61.96 #+15145558554 
Buy 10980  BKNWA @ 62.36 #+15145555447  
Sell 9640  BKNWA @ 62.05 #+15145554347  
Sell 10650  BKNWA @ 61.97 #+15145550791 
Sell 9910  BKNWA @ 61.91 #+15145554678  
Buy 18050  BKNWA @ 61.34 #+15145551693  
Sell 16590  BKNWA @ 61.37 #+15145556884 
Sell 4970  BKNWA @ 61.06 #+15145554628  
Buy 7840  BKNWA @ 60.65 #+15145553187   
Buy 9820  BKNWA @ 60.46 #+15145559250   
Sell 10380  BKNWA @ 60.51 #+15145557729 
Buy 4780  BKNWA @ 60.05 #+15145556071   
Sell 12510  BKNWA @ 60.29 #+15145554763 
Sell 14780  BKNWA @ 60.21 #+15145554242 
Buy 8680  BKNWA @ 60.42 #+15145554711   
Sell 8930  BKNWA @ 60.67 #+15145559416  
Sell 8720  BKNWA @ 60.85 #+15145558890  
Buy 11910  BKNWA @ 60.11 #+15145556963  
Buy 10590  BKNWA @ 59.2 #+15145553143   
Sell 12080  BKNWA @ 58.57 #+15145554660 
Buy 11240  BKNWA @ 58.48 #+15145559952  
Buy 6520  BKNWA @ 58.54 #+15145553267   
Buy 15430  BKNWA @ 58.15 #+15145555060  
Sell 13240  BKNWA @ 57.9 #+15145553981  
Sell 19560  BKNWA @ 58.19 #+15145559260 
Buy 12100  BKNWA @ 57.35 #+15145558117  
Sell 15620  BKNWA @ 57.2 #+15145553342  
Buy 12900  BKNWA @ 57.64 #+15145551105  
Sell 14030  BKNWA @ 57.83 #+15145559681 
Buy 17430  BKNWA @ 57.72 #+15145556673  
Sell 9860  BKNWA @ 58.05 #+15145555761  
Buy 5210  BKNWA @ 58.36 #+15145559627   
Sell 11870  BKNWA @ 57.68 #+15145553345 
Sell 12040  BKNWA @ 58.17 #+15145559090 
Sell 9710  BKNWA @ 57.99 #+15145559342  
Sell 9670  BKNWA @ 58.2 #+15145554292   
Buy 9190  BKNWA @ 58.21 #+15145551790   
Sell 10160  BKNWA @ 58.32 #+15145552459 
Buy 15490  BKNWA @ 57.79 #+15145558266  
Buy 7150  BKNWA @ 58.15 #+15145559825   
Sell 13990  BKNWA @ 58.57 #+15145558094 
Buy 8990  BKNWA @ 58.4 #+15145553471    
Buy 6780  BKNWA @ 57.49 #+15145554440   
Buy 15910  BKNWA @ 56.8 #+15145558177   
Sell 16340  BKNWA @ 56.18 #+15145557423 
Sell 12440  BKNWA @ 55.59 #+15145557486 
Sell 24410  BKNWA @ 55.28 #+15145553174 
Sell 13310  BKNWA @ 54.36 #+15145557566 
Buy 16330  BKNWA @ 54.53 #+15145550120  
Sell 8510  BKNWA @ 54.51 #+15145557403  
Buy 15370  BKNWA @ 54.42 #+15145553276  
Buy 9110  BKNWA @ 54.97 #+15145559799   
Buy 11720  BKNWA @ 55.06 #+15145559948  
Buy 20650  BKNWA @ 54.87 #+15145550131  
Buy 14010  BKNWA @ 54.51 #+15145551318  
Sell 27810  BKNWA @ 54.6 #+15145550353  
Sell 31540  BKNWA @ 54.73 #+15145559004 
Buy 16280  BKNWA @ 54.72 #+15145559213  
Sell 16870  BKNWA @ 54.86 #+15145551687 
Sell 28060  BKNWA @ 54.41 #+15145551182 
Buy 23950  BKNWA @ 54.03 #+15145555037  
Buy 18520  BKNWA @ 54.03 #+15145559672  
Sell 16610  BKNWA @ 53.72 #+15145550002 
Sell 12330  BKNWA @ 53.75 #+15145553356 
Sell 28810  BKNWA @ 53.65 #+15145559898 
Buy 11520  BKNWA @ 53.36 #+15145556215  
Buy 7630  BKNWA @ 53.42 #+15145557731   
Buy 15990  BKNWA @ 53.4 #+15145556485   
Buy 12000  BKNWA @ 53.21 #+15145551075  
Sell 16290  BKNWA @ 53.47 #+15145559278 
Buy 18790  BKNWA @ 53.47 #+15145552527  
Buy 21240  BKNWA @ 53.56 #+15145559448  
Buy 14700  BKNWA @ 53.11 #+15145554048  
Buy 15810  BKNWA @ 53.05 #+15145559455  
Buy 16430  BKNWA @ 52.8 #+15145553892   
Sell 13390  BKNWA @ 53.22 #+15145559676 
Buy 17300  BKNWA @ 53.31 #+15145550695  
Sell 9040  BKNWA @ 52.55 #+15145553254  
Sell 11980  BKNWA @ 52.66 #+15145551943 
Sell 23870  BKNWA @ 52.48 #+15145557117 
Buy 20060  BKNWA @ 52.22 #+15145556508  
Sell 14120  BKNWA @ 52.16 #+15145553550 
Sell 22370  BKNWA @ 52.36 #+15145553740 
Buy 18780  BKNWA @ 52.67 #+15145551158  
Sell 21820  BKNWA @ 52.65 #+15145555478 
Sell 19970  BKNWA @ 52.51 #+15145551847 
Sell 18930  BKNWA @ 52.43 #+15145552048 
Sell 30500  BKNWA @ 52.73 #+15145559459 
Sell 20870  BKNWA @ 52.61 #+15145557492 
Sell 23160  BKNWA @ 52.61 #+15145558287 
Sell 35530  BKNWA @ 52.64 #+15145555794 
Sell 20020  BKNWA @ 52.54 #+15145555393 
Buy 11620  BKNWA @ 51.98 #+15145554828  
Buy 10330  BKNWA @ 51.71 #+15145556649  
Sell 24530  BKNWA @ 51.01 #+15145557342 
Buy 23920  BKNWA @ 51.03 #+15145550376  
Buy 20420  BKNWA @ 50.91 #+15145553615  
Buy 24120  BKNWA @ 51.27 #+15145555048  
Buy 30990  BKNWA @ 51.53 #+15145559810  
Sell 13920  BKNWA @ 51.42 #+15145555774 
Buy 16810  BKNWA @ 52.06 #+15145554678  
Buy 24720  BKNWA @ 52.26 #+15145551519  
Sell 26560  BKNWA @ 51.72 #+15145555633 
Buy 36130  BKNWA @ 51.63 #+15145550046  
Buy 21260  BKNWA @ 51.54 #+15145558735  
Sell 15800  BKNWA @ 51.51 #+15145551691 
Buy 34320  BKNWA @ 51.17 #+15145558255  
Buy 39300  BKNWA @ 50.93 #+15145555738  
