Sell 5250  BOOMY @ 98.82 #+15145555318  
Sell 7100  BOOMY @ 63.07 #+15145559387  
Buy 11950  BOOMY @ 62.79 #+15145551476  
Sell 5230  BOOMY @ 63.24 #+15145554308  
Sell 8250  BOOMY @ 62.68 #+15145555783  
Buy 16730  BOOMY @ 63.37 #+15145555920  
Buy 14690  BOOMY @ 63.92 #+15145556595  
Buy 11420  BOOMY @ 63.84 #+15145556116  
Sell 8890  BOOMY @ 63.83 #+15145550669  
Buy 4860  BOOMY @ 63.65 #+15145558983   
Buy 6330  BOOMY @ 63.58 #+15145556556   
Buy 9980  BOOMY @ 63.87 #+15145556602   
Sell 7420  BOOMY @ 62.86 #+15145557535  
Sell 14620  BOOMY @ 63.13 #+15145557299 
Sell 8690  BOOMY @ 62.87 #+15145557143  
Buy 8500  BOOMY @ 63.52 #+15145555509   
Sell 9420  BOOMY @ 62.91 #+15145558057  
Buy 8740  BOOMY @ 62.34 #+15145557054   
Sell 14380  BOOMY @ 62.85 #+15145552201 
Sell 13360  BOOMY @ 63.11 #+15145550309 
Sell 5280  BOOMY @ 63.28 #+15145559690  
Sell 18290  BOOMY @ 63.21 #+15145558807 
Buy 7790  BOOMY @ 63.3 #+15145559801    
Buy 12810  BOOMY @ 63.79 #+15145551800  
Buy 14270  BOOMY @ 63.88 #+15145557704  
Sell 12640  BOOMY @ 63.89 #+15145559240 
Buy 10990  BOOMY @ 63.44 #+15145552334  
Buy 9550  BOOMY @ 63.19 #+15145551760   
Sell 13610  BOOMY @ 62.99 #+15145553187 
Buy 8090  BOOMY @ 62.61 #+15145557652   
Buy 10330  BOOMY @ 63.28 #+15145552619  
Sell 13470  BOOMY @ 63.09 #+15145558918 
Sell 9140  BOOMY @ 63.08 #+15145550833  
Sell 16580  BOOMY @ 62.89 #+15145558077 
Sell 15990  BOOMY @ 63.29 #+15145559665 
Buy 14190  BOOMY @ 63.36 #+15145553376  
Sell 10780  BOOMY @ 62.66 #+15145557344 
Buy 11320  BOOMY @ 62.37 #+15145555561  
Sell 10750  BOOMY @ 61.92 #+15145551068 
Buy 8790  BOOMY @ 61.35 #+15145550955   
Buy 19460  BOOMY @ 61.78 #+15145554334  
Sell 11710  BOOMY @ 61.96 #+15145556203 
Buy 20600  BOOMY @ 61.55 #+15145555034  
Buy 25390  BOOMY @ 61.12 #+15145559746  
Buy 18740  BOOMY @ 61.59 #+15145552569  
Buy 19700  BOOMY @ 61.76 #+15145555272  
Sell 6770  BOOMY @ 61.2 #+15145554158   
Sell 10540  BOOMY @ 61.11 #+15145556900 
Sell 7820  BOOMY @ 61.39 #+15145551962  
Sell 14230  BOOMY @ 61.42 #+15145553385 
Sell 13390  BOOMY @ 61.99 #+15145559065 
Buy 13620  BOOMY @ 61.41 #+15145552797  
Buy 10850  BOOMY @ 61.43 #+15145554985  
Buy 9690  BOOMY @ 61.49 #+15145556045   
Sell 9020  BOOMY @ 61.89 #+15145559771  
Buy 9270  BOOMY @ 61.89 #+15145558772   
Sell 10620  BOOMY @ 61.59 #+15145552294 
Sell 11830  BOOMY @ 61.83 #+15145555631 
Sell 9580  BOOMY @ 62.03 #+15145558534  
Buy 6330  BOOMY @ 61.74 #+15145553867   
Sell 10700  BOOMY @ 61.16 #+15145551617 
Buy 5020  BOOMY @ 61.17 #+15145552552   
Sell 3920  BOOMY @ 61.34 #+15145558171  
Buy 9400  BOOMY @ 61.46 #+15145551338   
Sell 10860  BOOMY @ 61.62 #+15145558952 
Sell 14260  BOOMY @ 61.88 #+15145550963 
Sell 10770  BOOMY @ 61.67 #+15145553665 
Buy 11070  BOOMY @ 61.61 #+15145551700  
Sell 10790  BOOMY @ 61.48 #+15145557642 
Sell 14760  BOOMY @ 61.51 #+15145559355 
Buy 19680  BOOMY @ 61.72 #+15145552657  
Sell 13470  BOOMY @ 61.36 #+15145550780 
Buy 11680  BOOMY @ 61.67 #+15145555286  
Sell 7030  BOOMY @ 61.96 #+15145553824  
Sell 10650  BOOMY @ 62.4 #+15145552062  
Buy 13800  BOOMY @ 63.19 #+15145558321  
Buy 11550  BOOMY @ 62.87 #+15145552173  
Sell 9050  BOOMY @ 62.83 #+15145558854  
Sell 14570  BOOMY @ 62.65 #+15145552500 
Sell 17760  BOOMY @ 62.89 #+15145551297 
Sell 11970  BOOMY @ 62.8 #+15145551780  
Buy 13270  BOOMY @ 62.38 #+15145555054  
Sell 12390  BOOMY @ 62.33 #+15145554565 
Buy 8080  BOOMY @ 63.34 #+15145550391   
Sell 7450  BOOMY @ 62.65 #+15145557958  
Buy 9730  BOOMY @ 62.95 #+15145550928   
Sell 9460  BOOMY @ 62.85 #+15145557688  
Sell 7900  BOOMY @ 62.98 #+15145557962  
Buy 6170  BOOMY @ 62.78 #+15145551886   
Sell 18350  BOOMY @ 62.78 #+15145553999 
Buy 14640  BOOMY @ 62.75 #+15145555722  
Buy 15230  BOOMY @ 62.61 #+15145554658  
Buy 19100  BOOMY @ 62.53 #+15145552275  
Sell 16250  BOOMY @ 62.06 #+15145556804 
Buy 17780  BOOMY @ 62.77 #+15145550282  
Buy 16200  BOOMY @ 63.06 #+15145557982  
Sell 12550  BOOMY @ 63.13 #+15145550762 
Sell 12740  BOOMY @ 63.09 #+15145554810 
Sell 16450  BOOMY @ 63.38 #+15145552974 
Sell 18170  BOOMY @ 62.88 #+15145559599 
Sell 17440  BOOMY @ 62.06 #+15145553091 
Sell 28200  BOOMY @ 62.3 #+15145559027  
Buy 33100  BOOMY @ 62.07 #+15145559056  
Sell 21250  BOOMY @ 62.14 #+15145553042 
Sell 20850  BOOMY @ 62.16 #+15145556230 
Buy 21320  BOOMY @ 62.63 #+15145558752  
Buy 25800  BOOMY @ 62.13 #+15145552886  
Sell 13160  BOOMY @ 62.53 #+15145551171 
Sell 22280  BOOMY @ 62.68 #+15145559212 
Buy 14670  BOOMY @ 62.72 #+15145551588  
Buy 31740  BOOMY @ 62.82 #+15145556639  
Sell 14760  BOOMY @ 62.33 #+15145555154 
Sell 8820  BOOMY @ 62.03 #+15145552485  
Buy 14980  BOOMY @ 61.37 #+15145558919  
Sell 11670  BOOMY @ 62.09 #+15145550946 
Buy 11510  BOOMY @ 61.69 #+15145550994  
Sell 16510  BOOMY @ 61.12 #+15145557771 
Buy 20220  BOOMY @ 60.97 #+15145555633  
Buy 16890  BOOMY @ 60.35 #+15145552950  
Buy 13090  BOOMY @ 60.35 #+15145553993  
Sell 9460  BOOMY @ 60.01 #+15145551594  
Buy 17700  BOOMY @ 60.43 #+15145559632  
Buy 14040  BOOMY @ 59.86 #+15145559957  
Buy 11860  BOOMY @ 60.34 #+15145553618  
Buy 17560  BOOMY @ 60.76 #+15145558820  
Sell 22900  BOOMY @ 60.91 #+15145554444 
Buy 11790  BOOMY @ 60.39 #+15145558389  
Sell 20150  BOOMY @ 60.71 #+15145557593 
Buy 22380  BOOMY @ 60.42 #+15145559955  
Buy 20480  BOOMY @ 60.13 #+15145550967  
Buy 13310  BOOMY @ 60.56 #+15145557506  
Sell 13830  BOOMY @ 60.64 #+15145552427 
Buy 22850  BOOMY @ 60.32 #+15145559182  
Sell 35300  BOOMY @ 59.45 #+15145556217 
Buy 17790  BOOMY @ 59.74 #+15145554087  
Sell 30740  BOOMY @ 59.69 #+15145553779 
Buy 32860  BOOMY @ 59.78 #+15145551575  
Sell 16870  BOOMY @ 60.32 #+15145558955 
Buy 16830  BOOMY @ 60.4 #+15145557091   
Buy 11750  BOOMY @ 60.08 #+15145551030  
Buy 19830  BOOMY @ 59.52 #+15145556566  
Buy 27750  BOOMY @ 59.12 #+15145551194  
Sell 22420  BOOMY @ 58.38 #+15145557841 
Buy 27500  BOOMY @ 58.68 #+15145553721  
Sell 27990  BOOMY @ 58.06 #+15145550823 
Buy 18800  BOOMY @ 57.9 #+15145559264   
Buy 16770  BOOMY @ 58.2 #+15145555260   
Buy 26960  BOOMY @ 57.88 #+15145558157  
Buy 20960  BOOMY @ 58.19 #+15145557192  
Buy 35300  BOOMY @ 58.34 #+15145553094  
Sell 23600  BOOMY @ 57.77 #+15145558285 
Sell 17880  BOOMY @ 57.72 #+15145550089 
Sell 30900  BOOMY @ 57.26 #+15145551306 
Sell 41840  BOOMY @ 57.77 #+15145553501 
Buy 23980  BOOMY @ 58.11 #+15145557365  
Sell 27640  BOOMY @ 58.1 #+15145556699  
Buy 38150  BOOMY @ 57.97 #+15145554824  
Sell 30390  BOOMY @ 57.09 #+15145554948 
Sell 28510  BOOMY @ 56.85 #+15145559896 
Sell 24270  BOOMY @ 57 #+15145550699    
Buy 19310  BOOMY @ 56.48 #+15145558959  
Sell 22490  BOOMY @ 56.22 #+15145552678 
Buy 19900  BOOMY @ 55.73 #+15145550527  
Sell 18770  BOOMY @ 56.2 #+15145555618  
Buy 11600  BOOMY @ 56.06 #+15145559463  
Buy 15100  BOOMY @ 55.55 #+15145551905  
Buy 22300  BOOMY @ 55.73 #+15145553190  
Buy 19230  BOOMY @ 55.67 #+15145550471  
Buy 13320  BOOMY @ 55.94 #+15145554078  
Sell 27110  BOOMY @ 55.79 #+15145556200 
Sell 21340  BOOMY @ 55.9 #+15145558853  
Buy 19540  BOOMY @ 56.07 #+15145551266  
Buy 33160  BOOMY @ 55.84 #+15145559177  
Buy 21010  BOOMY @ 55.46 #+15145555170  
Sell 24020  BOOMY @ 55.42 #+15145554365 
Buy 36530  BOOMY @ 55 #+15145559151     
Buy 24440  BOOMY @ 55.02 #+15145550157  
Sell 31310  BOOMY @ 55.69 #+15145557030 
Buy 27800  BOOMY @ 55.55 #+15145557639  
Buy 27700  BOOMY @ 55.52 #+15145551034  
Buy 16500  BOOMY @ 56.16 #+15145550472  
Buy 24150  BOOMY @ 55.8 #+15145550233   
Sell 23310  BOOMY @ 55.74 #+15145556604 
Buy 24420  BOOMY @ 56 #+15145559422     
Sell 19690  BOOMY @ 56.48 #+15145555819 
Sell 9970  BOOMY @ 56.01 #+15145550027  
Buy 14750  BOOMY @ 56.24 #+15145554837  
Buy 16800  BOOMY @ 56.88 #+15145554198  
Buy 20600  BOOMY @ 57.26 #+15145552077  
Sell 22730  BOOMY @ 57.07 #+15145550774 
Sell 18260  BOOMY @ 56.98 #+15145555657 
Sell 30800  BOOMY @ 57.11 #+15145553730 
Buy 23110  BOOMY @ 57.7 #+15145556963   
Sell 12550  BOOMY @ 57.64 #+15145559900 
Sell 9860  BOOMY @ 57.3 #+15145551676   
Buy 29650  BOOMY @ 57.42 #+15145554397  
Sell 32360  BOOMY @ 57.71 #+15145557231 
Buy 12150  BOOMY @ 57.43 #+15145558711  
Buy 20750  BOOMY @ 57.8 #+15145554645   
Buy 38900  BOOMY @ 57.3 #+15145558034   
Sell 41620  BOOMY @ 57.21 #+15145556167 
Sell 21330  BOOMY @ 56.87 #+15145557544 
Sell 18450  BOOMY @ 57.43 #+15145555063 
Buy 15090  BOOMY @ 58.21 #+15145559225  
Sell 16710  BOOMY @ 58.09 #+15145551542 
Buy 29750  BOOMY @ 57.8 #+15145558645   
Sell 25970  BOOMY @ 58.42 #+15145552409 
Buy 12010  BOOMY @ 59.02 #+15145556789  
Sell 10850  BOOMY @ 59.46 #+15145558745 
Sell 17380  BOOMY @ 59.26 #+15145552859 
Sell 19030  BOOMY @ 59.02 #+15145558564 
Sell 11620  BOOMY @ 59.29 #+15145552492 
Sell 69180  BOOMY @ 59.28 #+15145555675 
Buy 12740  BOOMY @ 59.78 #+15145556816  
Buy 15650  BOOMY @ 60.44 #+15145552299  
Buy 21930  BOOMY @ 60.56 #+15145551906  
Buy 30620  BOOMY @ 60.21 #+15145558799  
Buy 38060  BOOMY @ 59.96 #+15145559373  
Sell 15250  BOOMY @ 59.14 #+15145552318 
Sell 9540  BOOMY @ 58.78 #+15145550339  
Sell 24020  BOOMY @ 58.72 #+15145555826 
Sell 14640  BOOMY @ 58.81 #+15145558633 
Sell 15660  BOOMY @ 58.82 #+15145559191 
Buy 16550  BOOMY @ 59.41 #+15145557815  
Buy 25920  BOOMY @ 59.14 #+15145553771  
Buy 29070  BOOMY @ 59.19 #+15145558077  
Sell 18990  BOOMY @ 59.43 #+15145553247 
Buy 21690  BOOMY @ 60.27 #+15145553147  
Sell 21600  BOOMY @ 60.15 #+15145554125 
Sell 36820  BOOMY @ 59.53 #+15145556487 
Sell 33660  BOOMY @ 59.8 #+15145557993  
Buy 35760  BOOMY @ 59.63 #+15145553276  
Sell 28800  BOOMY @ 59.3 #+15145552410  
Sell 18420  BOOMY @ 59.88 #+15145552917 
Buy 24180  BOOMY @ 59.83 #+15145559709  
Sell 28980  BOOMY @ 59.67 #+15145555467 
Buy 16700  BOOMY @ 60.03 #+15145558001  
Buy 31250  BOOMY @ 59.98 #+15145550723  
Sell 43330  BOOMY @ 60.14 #+15145556925 
Sell 33050  BOOMY @ 60.34 #+15145550223 
Buy 40690  BOOMY @ 60.31 #+15145558662  
Sell 42040  BOOMY @ 60.35 #+15145558196 
Sell 43150  BOOMY @ 60.43 #+15145554935 
Buy 40860  BOOMY @ 60.62 #+15145551868  
Buy 37580  BOOMY @ 60.76 #+15145551246  
Sell 26240  BOOMY @ 61.01 #+15145557145 
Buy 51350  BOOMY @ 60.08 #+15145552979  
Buy 64750  BOOMY @ 60.13 #+15145554989  
Sell 68950  BOOMY @ 61.05 #+15145550292 
Sell 52550  BOOMY @ 61.52 #+15145554108 
Buy 36850  BOOMY @ 61.48 #+15145554578  
Sell 13150  BOOMY @ 61.61 #+15145556782 
Buy 18230  BOOMY @ 61.85 #+15145552720  
Buy 20710  BOOMY @ 62.39 #+15145551453  
Sell 30190  BOOMY @ 62.3 #+15145559822  
Buy 40240  BOOMY @ 62.21 #+15145557885  
Buy 22160  BOOMY @ 61.64 #+15145555914  
Buy 27440  BOOMY @ 62.34 #+15145556175  
Sell 42650  BOOMY @ 62.14 #+15145552647 
Sell 38680  BOOMY @ 61.95 #+15145559397 
Buy 50900  BOOMY @ 61.75 #+15145550833  
Sell 44740  BOOMY @ 62.39 #+15145552366 
Buy 48180  BOOMY @ 62.22 #+15145557098  
Sell 30480  BOOMY @ 62.86 #+15145558657 
Sell 19990  BOOMY @ 62.96 #+15145557405 
Sell 13580  BOOMY @ 62.37 #+15145554382 
Buy 15700  BOOMY @ 62.09 #+15145552777  
Sell 13300  BOOMY @ 61.91 #+15145559199 
Buy 14200  BOOMY @ 61.49 #+15145551797  
Buy 26180  BOOMY @ 61.72 #+15145552709  
Buy 33370  BOOMY @ 61.44 #+15145550539  
Sell 23090  BOOMY @ 61.71 #+15145557957 
Sell 21680  BOOMY @ 62.38 #+15145550093 
Buy 24890  BOOMY @ 61.69 #+15145554587  
Buy 12460  BOOMY @ 61.97 #+15145551428  
Sell 17520  BOOMY @ 61.93 #+15145557722 
Buy 12030  BOOMY @ 61.49 #+15145557997  
Buy 18350  BOOMY @ 61.34 #+15145556972  
Buy 35290  BOOMY @ 61.94 #+15145559814  
Buy 62510  BOOMY @ 61.55 #+15145552937  
Buy 27840  BOOMY @ 60.97 #+15145559620  
Buy 21240  BOOMY @ 61.37 #+15145555872  
Buy 9700  BOOMY @ 61.85 #+15145552427   
Sell 8620  BOOMY @ 61.69 #+15145553377  
Buy 6320  BOOMY @ 61.3 #+15145550018    
Buy 6010  BOOMY @ 61.24 #+15145554480   
Buy 13470  BOOMY @ 61.19 #+15145556671  
Sell 8690  BOOMY @ 60.8 #+15145559310   
Buy 11290  BOOMY @ 60.91 #+15145551970  
Buy 7950  BOOMY @ 60.95 #+15145559365   
Sell 12500  BOOMY @ 60.85 #+15145552847 
Buy 12650  BOOMY @ 61.17 #+15145551440  
Sell 7280  BOOMY @ 60.45 #+15145555949  
Sell 7520  BOOMY @ 60.37 #+15145553872  
Buy 9890  BOOMY @ 60.6 #+15145559105    
Buy 11180  BOOMY @ 60.91 #+15145559003  
Buy 9470  BOOMY @ 60.37 #+15145559799   
Sell 10670  BOOMY @ 60.53 #+15145550219 
Sell 12190  BOOMY @ 61.05 #+15145554369 
Sell 6460  BOOMY @ 61.05 #+15145555226  
Sell 4690  BOOMY @ 61.23 #+15145557716  
Buy 4100  BOOMY @ 60.77 #+15145550992   
Sell 9220  BOOMY @ 60.93 #+15145558800  
Buy 8790  BOOMY @ 61.32 #+15145558279   
Sell 7710  BOOMY @ 61.59 #+15145554493  
Buy 8780  BOOMY @ 61.41 #+15145558331   
Sell 6740  BOOMY @ 61.66 #+15145550242  
Buy 7360  BOOMY @ 61.57 #+15145550060   
Buy 3480  BOOMY @ 61.42 #+15145550799   
Sell 6650  BOOMY @ 61.73 #+15145557929  
Buy 6980  BOOMY @ 61.45 #+15145558097   
Buy 11910  BOOMY @ 61.17 #+15145557849  
Buy 3690  BOOMY @ 60.98 #+15145558188   
Buy 9370  BOOMY @ 61.49 #+15145554580   
Buy 10520  BOOMY @ 61.83 #+15145555030  
Buy 4920  BOOMY @ 61.76 #+15145558323   
Buy 6620  BOOMY @ 61.82 #+15145553134   
Buy 4320  BOOMY @ 62.32 #+15145557774   
Sell 7690  BOOMY @ 61.86 #+15145553329  
Buy 5970  BOOMY @ 60.84 #+15145559780   
Buy 9420  BOOMY @ 61.62 #+15145556871   
Sell 11610  BOOMY @ 61.69 #+15145550636 
Sell 11900  BOOMY @ 61.68 #+15145557459 
Sell 6820  BOOMY @ 61.76 #+15145550352  
Sell 8290  BOOMY @ 61.78 #+15145555605  
Buy 10770  BOOMY @ 62.17 #+15145554604  
Sell 9430  BOOMY @ 61.91 #+15145556894  
Buy 10500  BOOMY @ 62.38 #+15145557052  
Buy 8680  BOOMY @ 62.46 #+15145551395   
Sell 8680  BOOMY @ 62.11 #+15145558120  
Buy 10630  BOOMY @ 62.65 #+15145559766  
Buy 7950  BOOMY @ 62.67 #+15145559204   
Buy 11780  BOOMY @ 62.32 #+15145552167  
Buy 7400  BOOMY @ 62.21 #+15145553733   
Buy 7280  BOOMY @ 61.83 #+15145557238   
Sell 5690  BOOMY @ 62.33 #+15145552828  
Buy 4460  BOOMY @ 62.18 #+15145551720   
Buy 3670  BOOMY @ 62.14 #+15145556334   
Buy 9410  BOOMY @ 61.93 #+15145558834   
Sell 12310  BOOMY @ 61.49 #+15145553745 
Sell 12410  BOOMY @ 62.12 #+15145556932 
Sell 14170  BOOMY @ 62.29 #+15145551303 
Buy 8410  BOOMY @ 62.23 #+15145559998   
Buy 7930  BOOMY @ 62.85 #+15145556510   
Buy 2590  BOOMY @ 63.21 #+15145554734   
Sell 8590  BOOMY @ 63.81 #+15145553045  
Sell 9920  BOOMY @ 63.7 #+15145557869   
Sell 10430  BOOMY @ 62.97 #+15145557501 
Sell 4180  BOOMY @ 62.56 #+15145551947  
Sell 5530  BOOMY @ 62.65 #+15145555516  
Buy 7560  BOOMY @ 62.36 #+15145554503   
Buy 5800  BOOMY @ 62.35 #+15145559500   
Buy 8100  BOOMY @ 62.2 #+15145557174    
Buy 8180  BOOMY @ 62.18 #+15145554314   
Sell 5370  BOOMY @ 62.62 #+15145558870  
Sell 10710  BOOMY @ 62.55 #+15145556417 
Sell 6960  BOOMY @ 62.9 #+15145557348   
Buy 7440  BOOMY @ 62.9 #+15145552768    
Buy 14970  BOOMY @ 63.14 #+15145557742  
Sell 5040  BOOMY @ 63.41 #+15145557191  
Buy 8560  BOOMY @ 63.39 #+15145559747   
Sell 11920  BOOMY @ 63.63 #+15145551698 
Buy 9740  BOOMY @ 63.5 #+15145556089    
Sell 4290  BOOMY @ 64 #+15145555095     
Buy 10340  BOOMY @ 63.44 #+15145557586  
Sell 6910  BOOMY @ 63.7 #+15145557154   
Buy 13170  BOOMY @ 62.93 #+15145554262  
Sell 7630  BOOMY @ 63.25 #+15145556889  
Buy 12120  BOOMY @ 62.71 #+15145552226  
Buy 7360  BOOMY @ 62.87 #+15145556067   
Buy 6650  BOOMY @ 62.88 #+15145559263   
Buy 8070  BOOMY @ 63.15 #+15145550609   
Buy 7730  BOOMY @ 63.83 #+15145551217   
Buy 6960  BOOMY @ 64.71 #+15145556994   
Sell 10450  BOOMY @ 64.64 #+15145557589 
Sell 9900  BOOMY @ 65.19 #+15145556566  
Buy 11430  BOOMY @ 64.9 #+15145559140   
Sell 8930  BOOMY @ 65.37 #+15145552377  
Sell 12310  BOOMY @ 64.04 #+15145554196 
Sell 6810  BOOMY @ 64.27 #+15145551096  
Buy 14530  BOOMY @ 64.29 #+15145554281  
Buy 11210  BOOMY @ 64.41 #+15145555629  
Sell 9050  BOOMY @ 63.28 #+15145554175  
Buy 18960  BOOMY @ 63.07 #+15145550181  
Buy 10970  BOOMY @ 62.54 #+15145551554  
Buy 16780  BOOMY @ 62.13 #+15145552471  
Buy 20730  BOOMY @ 61.84 #+15145555289  
Buy 13950  BOOMY @ 61.86 #+15145554220  
Sell 8170  BOOMY @ 62.24 #+15145551714  
Sell 10620  BOOMY @ 62.05 #+15145559835 
Sell 8300  BOOMY @ 62.61 #+15145558717  
Sell 7730  BOOMY @ 62.64 #+15145552962  
Buy 8260  BOOMY @ 63.32 #+15145557886   
Buy 10520  BOOMY @ 63.85 #+15145552398  
Sell 4680  BOOMY @ 64.08 #+15145556434  
Buy 14220  BOOMY @ 63.91 #+15145554964  
Buy 16020  BOOMY @ 63.78 #+15145559604  
Buy 8970  BOOMY @ 63.81 #+15145550418   
Sell 4670  BOOMY @ 63.39 #+15145558798  
Sell 11220  BOOMY @ 63.34 #+15145557288 
Sell 15740  BOOMY @ 62.66 #+15145554041 
Buy 8720  BOOMY @ 62.92 #+15145559029   
Sell 2050  BOOMY @ 63.01 #+15145555607  
Buy 8630  BOOMY @ 63.47 #+15145550948   
Sell 11430  BOOMY @ 63.45 #+15145553176 
Buy 5340  BOOMY @ 63.79 #+15145550984   
Sell 12640  BOOMY @ 63.35 #+15145558508 
Buy 12220  BOOMY @ 63.6 #+15145551511   
Sell 10290  BOOMY @ 63.41 #+15145552031 
Buy 13000  BOOMY @ 63.07 #+15145556001  
Sell 15300  BOOMY @ 63.45 #+15145551433 
Sell 12740  BOOMY @ 64.28 #+15145556881 
Sell 17580  BOOMY @ 64.73 #+15145559645 
Sell 5610  BOOMY @ 64.92 #+15145558417  
Sell 10890  BOOMY @ 65.29 #+15145550855 
Buy 7020  BOOMY @ 66.17 #+15145559474   
Sell 12470  BOOMY @ 66.46 #+15145559485 
Sell 12750  BOOMY @ 66.4 #+15145552381  
Sell 11740  BOOMY @ 66.1 #+15145555905  
Sell 8210  BOOMY @ 66.74 #+15145555210  
Buy 7090  BOOMY @ 67.25 #+15145559536   
Buy 7380  BOOMY @ 66.92 #+15145555173   
Buy 14050  BOOMY @ 66.52 #+15145555145  
Buy 7220  BOOMY @ 67.09 #+15145555899   
Sell 11600  BOOMY @ 66.22 #+15145551861 
Sell 7870  BOOMY @ 66.78 #+15145557170  
Sell 11740  BOOMY @ 66.62 #+15145555317 
Sell 13750  BOOMY @ 67.01 #+15145556053 
Sell 5430  BOOMY @ 66.64 #+15145556923  
Buy 12870  BOOMY @ 66.76 #+15145557064  
Buy 2850  BOOMY @ 66.95 #+15145559433   
Buy 3130  BOOMY @ 66.05 #+15145555637   
Sell 8510  BOOMY @ 65.46 #+15145551848  
Sell 6580  BOOMY @ 65.46 #+15145557400  
Buy 6480  BOOMY @ 65.01 #+15145556957   
Sell 13630  BOOMY @ 65.65 #+15145552539 
Sell 5850  BOOMY @ 65.85 #+15145555081  
Sell 12500  BOOMY @ 66.34 #+15145556705 
Sell 3290  BOOMY @ 65.59 #+15145554345  
Buy 14200  BOOMY @ 65.43 #+15145557315  
Sell 10990  BOOMY @ 65.26 #+15145552515 
Sell 8910  BOOMY @ 65.6 #+15145558475   
Buy 12500  BOOMY @ 65.32 #+15145556587  
Buy 7940  BOOMY @ 64.71 #+15145555370   
Buy 8040  BOOMY @ 64.46 #+15145553467   
Sell 16460  BOOMY @ 64.9 #+15145559642  
Sell 12330  BOOMY @ 64.69 #+15145555971 
Buy 9810  BOOMY @ 64.65 #+15145556989   
Sell 7000  BOOMY @ 64.12 #+15145555581  
Buy 7020  BOOMY @ 64.56 #+15145551797   
Sell 13430  BOOMY @ 64.46 #+15145553581 
Sell 6900  BOOMY @ 64.54 #+15145556482  
Sell 5870  BOOMY @ 64.78 #+15145557780  
Sell 12800  BOOMY @ 64.14 #+15145559051 
Sell 9620  BOOMY @ 64.31 #+15145557459  
Buy 14450  BOOMY @ 64.19 #+15145553548  
Sell 5700  BOOMY @ 64.84 #+15145553609  
Sell 12810  BOOMY @ 64.25 #+15145550292 
Buy 8620  BOOMY @ 64.19 #+15145558535   
Sell 12420  BOOMY @ 65.36 #+15145552163 
Buy 13660  BOOMY @ 65.35 #+15145558658  
Sell 13680  BOOMY @ 65.59 #+15145559732 
Sell 16180  BOOMY @ 65.56 #+15145557644 
Sell 12140  BOOMY @ 65.93 #+15145550461 
Sell 17370  BOOMY @ 66 #+15145559044    
Sell 14830  BOOMY @ 65.6 #+15145555219  
Buy 11100  BOOMY @ 65.57 #+15145559574  
Buy 3740  BOOMY @ 66.2 #+15145559247    
Buy 12910  BOOMY @ 66.07 #+15145555756  
Buy 11370  BOOMY @ 65.42 #+15145551869  
Sell 6880  BOOMY @ 65.77 #+15145559718  
Buy 3830  BOOMY @ 65.25 #+15145550916   
Sell 4440  BOOMY @ 65.47 #+15145556121  
Buy 12340  BOOMY @ 65.9 #+15145550221   
Buy 4640  BOOMY @ 66.66 #+15145554337   
Buy 11800  BOOMY @ 66.5 #+15145554640   
Buy 6490  BOOMY @ 66.98 #+15145556451   
Sell 9210  BOOMY @ 67.76 #+15145555027  
Buy 9830  BOOMY @ 67.03 #+15145557509   
Buy 6330  BOOMY @ 67.81 #+15145555990   
Buy 11830  BOOMY @ 66.75 #+15145559877  
Buy 7300  BOOMY @ 66.94 #+15145553412   
Buy 14610  BOOMY @ 67.17 #+15145553258  
Buy 10100  BOOMY @ 66.4 #+15145551733   
Buy 10430  BOOMY @ 66.69 #+15145554741  
Buy 6600  BOOMY @ 66.45 #+15145551264   
Buy 12330  BOOMY @ 66.65 #+15145557219  
Buy 11040  BOOMY @ 66.58 #+15145557127  
Sell 5180  BOOMY @ 66.71 #+15145557844  
Buy 6420  BOOMY @ 67.1 #+15145558799    
Sell 7990  BOOMY @ 66.84 #+15145552440  
Buy 14200  BOOMY @ 66.82 #+15145550381  
Buy 21050  BOOMY @ 67.63 #+15145552670  
Sell 13060  BOOMY @ 67.39 #+15145550974 
Buy 13700  BOOMY @ 68.18 #+15145558431  
Buy 14230  BOOMY @ 68.42 #+15145554641  
Sell 15430  BOOMY @ 68.33 #+15145555481 
Sell 14420  BOOMY @ 68.18 #+15145556511 
Buy 8470  BOOMY @ 68.46 #+15145557985   
Sell 15590  BOOMY @ 69.19 #+15145557530 
Sell 10710  BOOMY @ 69.49 #+15145552404 
Buy 7870  BOOMY @ 69.26 #+15145559635   
Buy 9910  BOOMY @ 69.43 #+15145557204   
Buy 12530  BOOMY @ 69.46 #+15145556821  
Buy 5100  BOOMY @ 68.69 #+15145557537   
Buy 14020  BOOMY @ 68.47 #+15145556734  
Buy 9460  BOOMY @ 69.14 #+15145550757   
Sell 8650  BOOMY @ 69.28 #+15145557235  
Sell 5060  BOOMY @ 69.22 #+15145554932  
Sell 12310  BOOMY @ 69 #+15145552612    
Buy 8290  BOOMY @ 68.7 #+15145557271    
Sell 21690  BOOMY @ 68.52 #+15145552592 
Sell 6870  BOOMY @ 69.02 #+15145559338  
Sell 11640  BOOMY @ 69.31 #+15145555269 
Buy 11090  BOOMY @ 69.27 #+15145555002  
Sell 8540  BOOMY @ 69.36 #+15145552541  
Buy 7770  BOOMY @ 69.1 #+15145553617    
Buy 4160  BOOMY @ 69.84 #+15145552937   
